Pedido;Codigo do Cliente;Cliente;Codigo Vendedor;Vendedor;Linha;Codigo Produto;Nome Produto;Categoria;Quantidade;Preco Unitario;Percentual Desconto;Valor de venda;Venda Total;Salario total
16050;37;Robert Bolero;9;Helen Brolin;2;21;Basket Shoes;Esportivo;17;12,70634482;0,100000001;194,4070754;;
16079;37;Robert Bolero;3;Rob Carsson;2;40;Duck Trousers;Beb�s;37;21,63204316;0,100000001;720,3470361;;
16080;1;Albert von Einstein;7;Tom Lindwall;2;53;Jack Flash Dress;Roupa Feminina;30;74,28686848;0,100000001;2005,745446;;
16108;73;Preben Elkjaer;3;Rob Carsson;2;64;WFS Shoes;Cal�ado Feminino;42;39,81682494;0,100000001;1505,07598;;
16135;35;Nicolas Balines;3;Rob Carsson;2;53;Jack Flash Dress;Roupa Feminina;66;63,46879763;0,100000001;3770,046573;;
16146;62;Jorge Alemaio;2;Erik Presley;2;21;Basket Shoes;Esportivo;33;9,691700187;0,100000001;287,8434951;;
16160;37;Robert Bolero;9;Helen Brolin;2;13;Aino Shoes;Beb�s;2;32,13499375;0,100000001;57,84298865;;
16176;7;Julie Binoch�;5;Ingrid Hendrix;2;64;WFS Shoes;Cal�ado Feminino;31;38,79355951;0,100000001;1082,340309;;
16186;82;Mark Stark;1;Frank Roll;2;19;Squash Shorts;Esportivo;12;8,859670861;0,100000001;95,68444514;;
16191;63;George Essen;7;Tom Lindwall;2;65;Stretch Pants;Roupa Feminina;28;12,42608262;0,100000001;313,1372816;;
16193;79;Heinz Disco;8;Leif Shine;2;48;Root Boot;Cal�ado Masculino;13;32,53661424;0,100000001;380,6783859;;
16205;19;Greg Thatcher;3;Rob Carsson;2;45;Danske Treshoe;Cal�ado Masculino;29;9,974853094;0,100000001;260,3436653;;
16225;47;Andr�s Barbanegra;9;Helen Brolin;2;3;Chantell Shirt;Roupa Feminina;25;24,60882047;0,100000001;553,6984595;;
16233;82;Mark Stark;1;Frank Roll;2;65;Stretch Pants;Roupa Feminina;17;11,01280859;0,100000001;168,4959712;;
16246;39;Dieter Rummernige;9;Helen Brolin;2;25;Basket Vest;Esportivo;21;16,19722783;0,100000001;306,1276055;;
16250;1;Albert von Einstein;7;Tom Lindwall;2;75;Bow tie;Roupa Masculina;43;7,997193099;0,100000001;309,4913724;;
16256;37;Robert Bolero;9;Helen Brolin;2;18;Deuce Shirt;Beb�s;30;25,69766411;0,100000001;693,8369299;;
16263;19;Greg Thatcher;3;Rob Carsson;2;17;TieBreak Tennis shoes;Cal�ado Masculino;22;30,23122275;0,100000001;598,5782095;;
16267;63;George Essen;8;Leif Shine;2;36;Mehmet-Tr�ja;Beb�s;27;9,189663793;0,100000001;223,3088298;;
16275;3;Sancho Panza;9;Helen Brolin;2;11;Desperado Jeans;Roupa Masculina;48;30,39048729;0,100000001;1312,869049;;
16281;34;Joe do Pintho;9;Helen Brolin;2;65;Stretch Pants;Roupa Feminina;38;11,43083524;0,100000001;390,9345646;;
16290;30;El Cordobes;4;Joan Callins;2;21;Basket Shoes;Esportivo;6;11,64409071;0,100000001;62,87808974;;
16302;32;Ross The Boss;1;Frank Roll;2;62;Lace Shoes;Esportivo;10;26,22369238;0,100000001;236,013231;;
16305;51;James Belucci;1;Frank Roll;2;24;Samba Soccer Socks;Roupa Masculina;22;5,233191088;0,100000001;103,6171834;;
16312;5;Urra Gurra Aktersnurra;3;Rob Carsson;2;75;Bow tie;Roupa Masculina;17;10,28733591;0,100000001;157,3962391;;
16364;66;Anna Bella;6;Lennart Skoglund;2;54;Patamonia Fleece Jacket;Esportivo;10;41,03773794;0,100000001;369,3396409;;
16379;30;El Cordobes;5;Ingrid Hendrix;2;65;Stretch Pants;Roupa Feminina;31;12,41106468;0,100000001;346,268704;;
16381;80;Peloto Gomez;1;Frank Roll;2;39;Terence Top;Roupa Feminina;37;68,63457804;0,100000001;2285,531445;;
16390;73;Preben Elkjaer;3;Rob Carsson;2;32;Riviera Swimsuit;Praia;38;17,36052239;0,100000001;593,7298648;;
16456;23;Jaques Wilneuve;6;Lennart Skoglund;2;48;Root Boot;Cal�ado Masculino;6;31,48203221;0,100000001;170,0029736;;
16465;35;Nicolas Balines;9;Helen Brolin;2;13;Aino Shoes;Beb�s;7;34,07329569;0,100000001;214,6617625;;
16475;25;Dieter K�ln;7;Tom Lindwall;2;35;LA. Shorts;Praia;36;6,065884636;0,100000001;196,5346619;;
16496;32;Ross The Boss;1;Frank Roll;2;46;Rodbye Troje;Beb�s;26;15,17854622;0,100000001;355,177981;;
16505;25;Dieter K�ln;7;Tom Lindwall;2;60;Game Over T-Shirt;Esportivo;24;4,248779258;0,100000001;91,77363181;;
16506;5;Urra Gurra Aktersnurra;3;Rob Carsson;2;39;Terence Top;Roupa Feminina;18;66,76634712;0,100000001;1081,614822;;
16508;32;Ross The Boss;1;Frank Roll;2;14;Kool Sunglasses;Infantil;3;28,95950842;0,100000001;78,1906726;;
16520;86;Ralf Schumaker;8;Leif Shine;2;31;Rossi Bermuda Shorts;Roupa Masculina;9;7,591026448;0,100000001;61,48731412;;
16524;5;Urra Gurra Aktersnurra;3;Rob Carsson;2;38;Le Baby Dress;Roupa Feminina;15;98,41568049;0,100000001;1328,611684;;
16533;32;Ross The Boss;1;Frank Roll;2;21;Basket Shoes;Esportivo;14;7,890972123;0,100000001;99,42624859;;
16587;17;Lars von Holstein;7;Tom Lindwall;2;77;Wrap Skirt;Roupa Feminina;2;12,39814856;0,100000001;22,31666737;;
16603;37;Robert Bolero;3;Rob Carsson;2;26;Bike Helmet;Esportivo;14;26,80746526;0,100000001;337,7740617;;
16616;1;Albert von Einstein;8;Leif Shine;2;3;Chantell Shirt;Roupa Feminina;17;24,32312701;0,100000001;372,1438427;;
16664;1;Albert von Einstein;7;Tom Lindwall;2;72;Oyaki Kimono;Roupa Feminina;41;14,97426611;0,100000001;552,5504186;;
16685;56;Herman Schlusse;8;Leif Shine;2;7;Runner Shoes;Infantil;24;41,41962113;0,100000001;894,6638149;;
16691;81;Mercedes Couto;9;Helen Brolin;2;58;Onesy Dress;Beb�s;26;41,96932231;0,100000001;982,0821405;;
16697;63;George Essen;7;Tom Lindwall;2;42;Walking Shoes;Cal�ado Feminino;49;15,34877901;0,100000001;676,8811533;;
16727;5;Urra Gurra Aktersnurra;9;Helen Brolin;2;47;Lundenhagen Boots;Cal�ado Masculino;21;22,7690551;0,100000001;430,3351407;;
16776;5;Urra Gurra Aktersnurra;3;Rob Carsson;2;10;Sapporoo Gloves;Beb�s;22;8,11212047;0,100000001;160,619985;;
16837;37;Robert Bolero;9;Helen Brolin;2;16;Wimbledon T-Shirt;Esportivo;42;8,292648413;0,100000001;313,4621095;;
16840;32;Ross The Boss;1;Frank Roll;2;62;Lace Shoes;Esportivo;42;28,17136778;0,100000001;1064,8777;;
16877;87;Miiko Heikill�;7;Tom Lindwall;2;13;Aino Shoes;Beb�s;23;30,6633657;0,100000001;634,731669;;
16885;82;Mark Stark;1;Frank Roll;2;69;Tube Socks;Esportivo;36;2,452584411;0,100000001;79,46373477;;
16915;37;Robert Bolero;3;Rob Carsson;2;41;Duck Shirt;Beb�s;26;9,372633341;0,100000001;219,3196198;;
10264;17;Lars von Holstein;7;Tom Lindwall;2;41;Duck Shirt;Beb�s;25;9,55;0,150000006;202,9374986;;
10267;25;Dieter K�ln;8;Leif Shine;2;76;Halter Dress;Roupa Feminina;15;368,51;0,150000006;4698,502467;;
10330;46;Tony Montana;3;Rob Carsson;2;72;Oyaki Kimono;Roupa Feminina;25;10,84;0,150000006;230,3499984;;
10397;60;Leopoldo Samba;5;Ingrid Hendrix;2;21;Basket Shoes;Esportivo;10;10,71;0,150000006;91,03499936;;
10507;3;Sancho Panza;3;Rob Carsson;2;48;Root Boot;Cal�ado Masculino;15;31,95;0,150000006;407,3624971;;
10512;21;Romario do Sauza;2;Erik Presley;2;47;Lundenhagen Boots;Cal�ado Masculino;6;26,65;0,150000006;135,914999;;
10549;63;George Essen;8;Leif Shine;2;45;Danske Treshoe;Cal�ado Masculino;100;9,43;0,150000006;801,5499944;;
10627;1;Albert von Einstein;7;Tom Lindwall;2;73;Mehmet-Napp;Beb�s;35;1,18;0,150000006;35,10499975;;
10664;79;Heinz Disco;8;Leif Shine;2;56;Slip-on Shoes;Cal�ado Feminino;12;41,56;0,150000006;423,911997;;
10677;3;Sancho Panza;9;Helen Brolin;2;26;Bike Helmet;Esportivo;30;33,58;0,150000006;856,289994;;
10701;37;Robert Bolero;9;Helen Brolin;2;59;Rasta WCT;Esportivo;42;8,71;0,150000006;310,9469978;;
10784;49;Luca Brassi;6;Lennart Skoglund;2;72;Oyaki Kimono;Roupa Feminina;30;11,23;0,150000006;286,364998;;
10790;31;Anna Figo;3;Rob Carsson;2;56;Slip-on Shoes;Cal�ado Feminino;20;36,44;0,150000006;619,4799957;;
10808;19;Greg Thatcher;3;Rob Carsson;2;56;Slip-on Shoes;Cal�ado Feminino;20;38,88;0,150000006;660,9599954;;
10814;84;Pierre Robert;4;Joan Callins;2;48;Root Boot;Cal�ado Masculino;8;33,1;0,150000006;225,0799984;;
10817;39;Dieter Rummernige;3;Rob Carsson;2;26;Bike Helmet;Esportivo;40;29,96;0,150000006;1018,639993;;
10849;39;Dieter Rummernige;9;Helen Brolin;2;26;Bike Helmet;Esportivo;18;33,5;0,150000006;512,5499964;;
10850;84;Pierre Robert;4;Joan Callins;2;70;US-Master Jeans;Roupa Masculina;30;26,89;0,150000006;685,6949952;;
10854;20;Lars Saalbach;5;Ingrid Hendrix;2;13;Aino Shoes;Beb�s;65;27,38;0,150000006;1512,744989;;
10855;32;Ross The Boss;1;Frank Roll;2;65;Stretch Pants;Roupa Feminina;15;9,52;0,150000006;121,3799991;;
10863;35;Nicolas Balines;9;Helen Brolin;2;58;Onesy Dress;Beb�s;12;44,73;0,150000006;456,2459968;;
10882;59;Herbert Bernstorf;4;Joan Callins;2;49;Finnish Sport Blades;Esportivo;20;19,95;0,150000006;339,1499976;;
10902;24;Linda Haglund;7;Tom Lindwall;2;62;Lace Shoes;Esportivo;6;28;0,150000006;142,799999;;
10925;34;Joe do Pintho;9;Helen Brolin;2;52;Winter Boots;Cal�ado Feminino;12;84,91;0,150000006;866,0819939;;
10931;68;Carl Perry;6;Lennart Skoglund;2;13;Aino Shoes;Beb�s;42;27,03;0,150000006;964,9709932;;
10939;49;Luca Brassi;6;Lennart Skoglund;2;2;Mr2 Trousers;Roupa Masculina;10;17,96;0,150000006;152,6599989;;
10966;23;Jaques Wilneuve;6;Lennart Skoglund;2;62;Lace Shoes;Esportivo;12;28,64;0,150000006;292,127998;;
10983;19;Greg Thatcher;9;Helen Brolin;2;13;Aino Shoes;Beb�s;84;22,63;0,150000006;1615,781989;;
11068;62;Jorge Alemaio;3;Rob Carsson;2;77;Wrap Skirt;Roupa Feminina;28;13,89;0,150000006;330,5819977;;
11070;44;Klaus Deum;8;Leif Shine;2;16;Wimbledon T-Shirt;Esportivo;30;8,76;0,150000006;223,3799984;;
11075;68;Carl Perry;6;Lennart Skoglund;2;2;Mr2 Trousers;Roupa Masculina;10;17,1;0,150000006;145,349999;;
11121;60;Leopoldo Samba;5;Ingrid Hendrix;2;51;Summit Hiking Boots;Cal�ado Masculino;20;98,15132883;0,150000006;1668,572578;;
11127;20;Lars Saalbach;4;Joan Callins;2;16;Wimbledon T-Shirt;Esportivo;18;10,19947355;0,150000006;156,0519443;;
11199;19;Greg Thatcher;3;Rob Carsson;2;66;Langoste Shirt;Roupa Feminina;66;15,71962591;0,150000006;881,8710074;;
11231;3;Sancho Panza;3;Rob Carsson;2;48;Root Boot;Cal�ado Masculino;18;38,82282887;0,150000006;593,9892775;;
11235;82;Mark Stark;1;Frank Roll;2;8;Tuxedo Top;Roupa Feminina;10;25,1604255;0,150000006;213,8636153;;
11236;21;Romario do Sauza;2;Erik Presley;2;60;Game Over T-Shirt;Esportivo;15;5,289482191;0,150000006;67,44089746;;
11250;1;Albert von Einstein;8;Leif Shine;2;56;Slip-on Shoes;Cal�ado Feminino;35;36,35156529;0,150000006;1081,45906;;
11267;46;Tony Montana;3;Rob Carsson;2;23;DSW Sandals;Cal�ado Feminino;79;9,023790195;0,150000006;605,9475074;;
11273;63;George Essen;8;Leif Shine;2;31;Rossi Bermuda Shorts;Roupa Masculina;53;9,064009146;0,150000006;408,3336092;;
11275;28;Vitor Baiha;4;Joan Callins;2;16;Wimbledon T-Shirt;Esportivo;43;10,54757256;0,150000006;385,5137744;;
11290;7;Julie Binoch�;4;Joan Callins;2;18;Deuce Shirt;Beb�s;19;25,46828881;0,150000006;411,3128614;;
11295;20;Lars Saalbach;4;Joan Callins;2;42;Walking Shoes;Cal�ado Feminino;29;14,50916851;0,150000006;357,6510013;;
11307;87;Miiko Heikill�;7;Tom Lindwall;2;60;Game Over T-Shirt;Esportivo;26;5,290555305;0,150000006;116,9212714;;
11310;34;Joe do Pintho;2;Erik Presley;2;51;Summit Hiking Boots;Cal�ado Masculino;35;108,220625;0,150000006;3219,563572;;
11314;19;Greg Thatcher;2;Erik Presley;2;55;Feiss Fleece Trousers;Esportivo;23;49,61739285;0,150000006;970,0200234;;
11327;25;Dieter K�ln;8;Leif Shine;2;76;Halter Dress;Roupa Feminina;16;359,0613033;0,150000006;4883,233691;;
11384;19;Greg Thatcher;2;Erik Presley;2;16;Wimbledon T-Shirt;Esportivo;24;8,90419309;0,150000006;181,6455378;;
11390;46;Tony Montana;3;Rob Carsson;2;26;Bike Helmet;Esportivo;46;37,56213039;0,150000006;1468,679288;;
11469;23;Jaques Wilneuve;6;Lennart Skoglund;2;13;Aino Shoes;Beb�s;13;26,7849309;0,150000006;295,9734843;;
11484;59;Herbert Bernstorf;5;Ingrid Hendrix;2;24;Samba Soccer Socks;Roupa Masculina;17;5,794454363;0,150000006;83,72986496;;
11500;79;Heinz Disco;8;Leif Shine;2;10;Sapporoo Gloves;Beb�s;25;6,386937448;0,150000006;135,7224198;;
11513;3;Sancho Panza;9;Helen Brolin;2;26;Bike Helmet;Esportivo;27;41,03860957;0,150000006;941,836083;;
11529;89;Alice Chain;2;Erik Presley;2;73;Mehmet-Napp;Beb�s;17;1,444731815;0,150000006;20,87637458;;
11537;37;Robert Bolero;9;Helen Brolin;2;71;Atles Lussekofta;Roupa Masculina;23;32,82434646;0,150000006;641,7159688;;
11586;1;Albert von Einstein;8;Leif Shine;2;59;Rasta WCT;Esportivo;24;8,132803274;0,150000006;165,9091856;;
11620;49;Luca Brassi;6;Lennart Skoglund;2;39;Terence Top;Roupa Feminina;2;58,14811839;0,150000006;98,85180056;;
11626;31;Anna Figo;3;Rob Carsson;2;7;Runner Shoes;Infantil;4;47,20150017;0,150000006;160,4850995;;
11644;19;Greg Thatcher;3;Rob Carsson;2;56;Slip-on Shoes;Cal�ado Feminino;23;47,07810035;0,150000006;920,3768554;;
11650;84;Pierre Robert;4;Joan Callins;2;43;Summer Shorts;Praia;20;13,71414237;0,150000006;233,1404186;;
11653;39;Dieter Rummernige;3;Rob Carsson;2;26;Bike Helmet;Esportivo;47;35,26376552;0,150000006;1408,787423;;
11685;39;Dieter Rummernige;9;Helen Brolin;2;26;Bike Helmet;Esportivo;22;33,74077221;0,150000006;630,9524359;;
11686;84;Pierre Robert;4;Joan Callins;2;25;Basket Vest;Esportivo;24;15,7035509;0,150000006;320,3524361;;
11690;20;Lars Saalbach;5;Ingrid Hendrix;2;10;Sapporoo Gloves;Beb�s;100;5,633761357;0,150000006;478,869712;;
11699;35;Nicolas Balines;9;Helen Brolin;2;1;Lenin Jeansshorts;Roupa Masculina;17;21,96408159;0,150000006;317,3809767;;
11738;24;Linda Haglund;7;Tom Lindwall;2;62;Lace Shoes;Esportivo;7;27,95341456;0,150000006;166,3228155;;
11761;34;Joe do Pintho;9;Helen Brolin;2;36;Mehmet-Tr�ja;Beb�s;28;9,371494774;0,150000006;223,0415741;;
11775;49;Luca Brassi;6;Lennart Skoglund;2;67;Minnki P�lsii;Roupa Feminina;41;73,67904123;0,150000006;2567,714569;;
11790;47;Andr�s Barbanegra;3;Rob Carsson;2;31;Rossi Bermuda Shorts;Roupa Masculina;25;9,79257754;0,150000006;208,0922713;;
11802;23;Jaques Wilneuve;6;Lennart Skoglund;2;56;Slip-on Shoes;Cal�ado Feminino;11;39,60971223;0,150000006;370,3508068;;
11814;73;Preben Elkjaer;9;Helen Brolin;2;44;Okkaba Skin Jackets;Roupa Feminina;7;77,92805949;0,150000006;463,6719507;;
11826;1;Albert von Einstein;8;Leif Shine;2;61;AAA Running Shoe;Esportivo;76;28,80158691;0,150000006;1860,582501;;
11838;37;Robert Bolero;9;Helen Brolin;2;42;Walking Shoes;Cal�ado Feminino;27;11,28307124;0,150000006;258,9464831;;
11904;62;Jorge Alemaio;3;Rob Carsson;2;43;Summer Shorts;Praia;38;13,88549932;0,150000006;448,5016249;;
11906;44;Klaus Deum;8;Leif Shine;2;2;Mr2 Trousers;Roupa Masculina;20;24,44867522;0,150000006;415,6274759;;
11911;68;Carl Perry;6;Lennart Skoglund;2;2;Mr2 Trousers;Roupa Masculina;11;15,15722564;0,150000006;141,7200587;;
11957;60;Leopoldo Samba;5;Ingrid Hendrix;2;21;Basket Shoes;Esportivo;9;9,893463419;0,150000006;75,68499463;;
12067;3;Sancho Panza;3;Rob Carsson;2;43;Summer Shorts;Praia;17;10,32808153;0,150000006;149,240777;;
12072;21;Romario do Sauza;2;Erik Presley;2;46;Rodbye Troje;Beb�s;11;11,30965852;0,150000006;105,7453064;;
12107;17;Lars von Holstein;7;Tom Lindwall;2;32;Riviera Swimsuit;Praia;22;16,45899076;0,150000006;307,783125;;
12109;63;George Essen;8;Leif Shine;2;45;Danske Treshoe;Cal�ado Masculino;111;9,518945017;0,150000006;898,112456;;
12131;20;Lars Saalbach;4;Joan Callins;2;42;Walking Shoes;Cal�ado Feminino;24;12,42798036;0,150000006;253,5307975;;
12143;87;Miiko Heikill�;7;Tom Lindwall;2;60;Game Over T-Shirt;Esportivo;25;4,837152471;0,150000006;102,7894893;;
12160;17;Lars von Holstein;7;Tom Lindwall;2;41;Duck Shirt;Beb�s;24;11,89256863;0,150000006;242,6083983;;
12163;25;Dieter K�ln;8;Leif Shine;2;76;Halter Dress;Roupa Feminina;14;343,2987937;0,150000006;4085,255617;;
12220;19;Greg Thatcher;2;Erik Presley;2;16;Wimbledon T-Shirt;Esportivo;21;8,211511083;0,150000006;146,5754718;;
12226;46;Tony Montana;3;Rob Carsson;2;26;Bike Helmet;Esportivo;55;39,4422836;0,150000006;1843,926746;;
12244;86;Ralf Schumaker;7;Tom Lindwall;2;1;Lenin Jeansshorts;Roupa Masculina;14;21,47100979;0,150000006;255,5050147;;
12248;28;Vitor Baiha;5;Ingrid Hendrix;2;54;Patamonia Fleece Jacket;Esportivo;19;46,19961521;0,150000006;746,1237803;;
12299;1;Albert von Einstein;7;Tom Lindwall;2;73;Mehmet-Napp;Beb�s;36;1,399266369;0,150000006;42,81755058;;
12305;23;Jaques Wilneuve;6;Lennart Skoglund;2;13;Aino Shoes;Beb�s;15;20,89110378;0,150000006;266,3615713;;
12336;79;Heinz Disco;8;Leif Shine;2;65;Stretch Pants;Roupa Feminina;13;9,17531833;0,150000006;101,3872668;;
12349;3;Sancho Panza;9;Helen Brolin;2;26;Bike Helmet;Esportivo;34;37,87681385;0,150000006;1094,639913;;
12373;37;Robert Bolero;9;Helen Brolin;2;59;Rasta WCT;Esportivo;36;9,671570772;0,150000006;295,9500635;;
12422;1;Albert von Einstein;8;Leif Shine;2;45;Danske Treshoe;Cal�ado Masculino;39;8,053814137;0,150000006;266,9839368;;
12462;31;Anna Figo;3;Rob Carsson;2;7;Runner Shoes;Infantil;3;35,54202668;0,150000006;90,63216741;;
12480;19;Greg Thatcher;3;Rob Carsson;2;76;Halter Dress;Roupa Feminina;47;397,5214884;0,150000006;15880,98335;;
12486;84;Pierre Robert;4;Joan Callins;2;61;AAA Running Shoe;Esportivo;28;32,88016622;0,150000006;782,5479506;;
12522;84;Pierre Robert;4;Joan Callins;2;70;US-Master Jeans;Roupa Masculina;36;23,4084021;0,150000006;716,2970993;;
12526;20;Lars Saalbach;5;Ingrid Hendrix;2;10;Sapporoo Gloves;Beb�s;110;5,526631768;0,150000006;516,7400667;;
12535;35;Nicolas Balines;9;Helen Brolin;2;58;Onesy Dress;Beb�s;11;40,76896261;0,150000006;381,1897978;;
12574;24;Linda Haglund;7;Tom Lindwall;2;62;Lace Shoes;Esportivo;7;25,81913419;0,150000006;153,6238473;;
12597;34;Joe do Pintho;9;Helen Brolin;2;52;Winter Boots;Cal�ado Feminino;12;74,02480297;0,150000006;755,052985;;
12611;49;Luca Brassi;6;Lennart Skoglund;2;2;Mr2 Trousers;Roupa Masculina;11;15,50781531;0,150000006;144,9980721;;
12626;47;Andr�s Barbanegra;3;Rob Carsson;2;16;Wimbledon T-Shirt;Esportivo;28;9,823566688;0,150000006;233,8008855;;
12638;23;Jaques Wilneuve;6;Lennart Skoglund;2;62;Lace Shoes;Esportivo;12;35,66960599;0,150000006;363,8299785;;
12650;73;Preben Elkjaer;9;Helen Brolin;2;21;Basket Shoes;Esportivo;41;10,6845899;0,150000006;372,3579555;;
12674;37;Robert Bolero;9;Helen Brolin;2;42;Walking Shoes;Cal�ado Feminino;28;14,29966206;0,150000006;340,3319546;;
12740;62;Jorge Alemaio;3;Rob Carsson;2;28;RDL Suit;Infantil;8;55,35102162;0,150000006;376,3869444;;
12742;44;Klaus Deum;8;Leif Shine;2;1;Lenin Jeansshorts;Roupa Masculina;44;17,58840961;0,150000006;657,806515;;
12747;68;Carl Perry;6;Lennart Skoglund;2;76;Halter Dress;Roupa Feminina;2;466,886705;0,150000006;793,7073929;;
12766;32;Ross The Boss;1;Frank Roll;2;1;Lenin Jeansshorts;Roupa Masculina;13;24,02646604;0,150000006;265,4924479;;
12793;60;Leopoldo Samba;5;Ingrid Hendrix;2;51;Summit Hiking Boots;Cal�ado Masculino;20;125,1548433;0,150000006;2127,632322;;
12799;20;Lars Saalbach;4;Joan Callins;2;16;Wimbledon T-Shirt;Esportivo;21;10,14491364;0,150000006;181,0867072;;
12817;61;Giovanni Santhos;2;Erik Presley;2;77;Wrap Skirt;Roupa Feminina;12;11,90594905;0,150000006;121,4406794;;
12836;37;Robert Bolero;3;Rob Carsson;2;2;Mr2 Trousers;Roupa Masculina;46;21,45951101;0,150000006;839,0668745;;
12871;19;Greg Thatcher;3;Rob Carsson;2;66;Langoste Shirt;Roupa Feminina;61;21,48109581;0,150000006;1113,79481;;
12887;28;Vitor Baiha;4;Joan Callins;2;77;Wrap Skirt;Roupa Feminina;8;15,51427689;0,150000006;105,4970821;;
12907;82;Mark Stark;1;Frank Roll;2;7;Runner Shoes;Infantil;47;37,61938022;0,150000006;1502,894229;;
12908;21;Romario do Sauza;2;Erik Presley;2;60;Game Over T-Shirt;Esportivo;11;5,232724076;0,150000006;48,92596977;;
12922;1;Albert von Einstein;8;Leif Shine;2;1;Lenin Jeansshorts;Roupa Masculina;7;21,0045911;0,150000006;124,9773161;;
12939;46;Tony Montana;3;Rob Carsson;2;12;Tank Swimsuit;Praia;28;10,41529201;0,150000006;247,883948;;
12943;17;Lars von Holstein;7;Tom Lindwall;2;32;Riviera Swimsuit;Praia;29;20,27505797;0,150000006;499,7801754;;
12945;63;George Essen;8;Leif Shine;2;45;Danske Treshoe;Cal�ado Masculino;119;10,02286647;0,150000006;1013,812937;;
12947;28;Vitor Baiha;4;Joan Callins;2;35;LA. Shorts;Praia;23;6,132196015;0,150000006;119,8844313;;
12962;7;Julie Binoch�;4;Joan Callins;2;11;Desperado Jeans;Roupa Masculina;35;29,80278582;0,150000006;886,632872;;
12967;20;Lars Saalbach;4;Joan Callins;2;42;Walking Shoes;Cal�ado Feminino;33;15,1745852;0,150000006;425,6471119;;
12979;87;Miiko Heikill�;7;Tom Lindwall;2;60;Game Over T-Shirt;Esportivo;27;4,735584804;0,150000006;108,6816705;;
12982;34;Joe do Pintho;2;Erik Presley;2;51;Summit Hiking Boots;Cal�ado Masculino;36;109,1245372;0,150000006;3339,210816;;
12996;17;Lars von Holstein;7;Tom Lindwall;2;41;Duck Shirt;Beb�s;27;11,86387501;0,150000006;272,2759295;;
12999;25;Dieter K�ln;8;Leif Shine;2;76;Halter Dress;Roupa Feminina;18;378,1989862;0,150000006;5786,444448;;
13056;19;Greg Thatcher;2;Erik Presley;2;35;LA. Shorts;Praia;60;5,756526669;0,150000006;293,582858;;
13062;46;Tony Montana;3;Rob Carsson;2;72;Oyaki Kimono;Roupa Feminina;30;9,221707228;0,150000006;235,1535327;;
13135;1;Albert von Einstein;7;Tom Lindwall;2;73;Mehmet-Napp;Beb�s;42;1,057790571;0,150000006;37,76312312;;
13141;23;Jaques Wilneuve;6;Lennart Skoglund;2;13;Aino Shoes;Beb�s;14;29,09460866;0,150000006;346,2258407;;
13172;79;Heinz Disco;8;Leif Shine;2;10;Sapporoo Gloves;Beb�s;21;7,546621804;0,150000006;134,7071982;;
13185;3;Sancho Panza;9;Helen Brolin;2;26;Bike Helmet;Esportivo;37;35,26642595;0,150000006;1109,129088;;
13201;89;Alice Chain;2;Erik Presley;2;73;Mehmet-Napp;Beb�s;17;1,147806393;0,150000006;16,58580226;;
13209;37;Robert Bolero;9;Helen Brolin;2;71;Atles Lussekofta;Roupa Masculina;21;34,40288605;0,150000006;614,0915116;;
13215;80;Peloto Gomez;1;Frank Roll;2;70;US-Master Jeans;Roupa Masculina;32;25,90559652;0,150000006;704,6322204;;
13258;1;Albert von Einstein;8;Leif Shine;2;59;Rasta WCT;Esportivo;21;8,514413526;0,150000006;151,9822804;;
13298;31;Anna Figo;3;Rob Carsson;2;7;Runner Shoes;Infantil;4;46,42487277;0,150000006;157,8445663;;
13307;39;Dieter Rummernige;9;Helen Brolin;2;13;Aino Shoes;Beb�s;23;20,48856875;0,150000006;400,5515162;;
13312;19;Greg Thatcher;3;Rob Carsson;2;49;Finnish Sport Blades;Esportivo;5;16,43500533;0,150000006;69,84877217;;
13322;84;Pierre Robert;4;Joan Callins;2;48;Root Boot;Cal�ado Masculino;8;32,53967102;0,150000006;221,2697614;;
13325;39;Dieter Rummernige;3;Rob Carsson;2;62;Lace Shoes;Esportivo;21;30,39671177;0,150000006;542,5813013;;
13358;84;Pierre Robert;4;Joan Callins;2;25;Basket Vest;Esportivo;23;13,74964183;0,150000006;268,8054958;;
13362;20;Lars Saalbach;5;Ingrid Hendrix;2;13;Aino Shoes;Beb�s;61;26,27376971;0,150000006;1362,29495;;
13371;35;Nicolas Balines;9;Helen Brolin;2;58;Onesy Dress;Beb�s;15;42,43976355;0,150000006;541,1069815;;
13390;59;Herbert Bernstorf;4;Joan Callins;2;54;Patamonia Fleece Jacket;Esportivo;30;40,9971785;0,150000006;1045,428045;;
13410;24;Linda Haglund;7;Tom Lindwall;2;55;Feiss Fleece Trousers;Esportivo;35;44,82049217;0,150000006;1333,409633;;
13433;34;Joe do Pintho;9;Helen Brolin;2;36;Mehmet-Tr�ja;Beb�s;30;8,720850666;0,150000006;222,3816904;;
13439;68;Carl Perry;6;Lennart Skoglund;2;13;Aino Shoes;Beb�s;46;26,90787682;0,150000006;1052,097976;;
13447;49;Luca Brassi;6;Lennart Skoglund;2;2;Mr2 Trousers;Roupa Masculina;12;22,0047412;0,150000006;224,4483587;;
13462;47;Andr�s Barbanegra;3;Rob Carsson;2;60;Game Over T-Shirt;Esportivo;26;5,073869443;0,150000006;112,1325139;;
13474;23;Jaques Wilneuve;6;Lennart Skoglund;2;62;Lace Shoes;Esportivo;11;29,38426334;0,150000006;274,7428603;;
